,std,sum,mean,timestamp
17031170500,34.0996844056,2357.78100586,117.889050293,2014-02-15
17031170600,17.3854291492,1450.37255859,161.15250651,2014-02-15
17031170700,8.27870153725,1361.40185547,151.26687283,2014-02-15
17031170800,11.78386654,1373.97021484,152.663357205,2014-02-15
17031170900,13.2459772109,849.56237793,141.593729655,2014-02-15
17031171000,12.474289966,3028.4519043,168.247328016,2014-02-15
17031171100,13.5445890276,2193.25878906,182.771565755,2014-02-15
17031180100,15.8933293135,2547.06982422,169.804654948,2014-02-15
17031190100,26.149250949,936.146484375,234.036621094,2014-02-15
17031190200,20.1627147155,1777.93774414,222.242218018,2014-02-15
17031190300,12.5006591623,1306.51513672,217.752522786,2014-02-15
17031190401,10.7641721058,2433.2668457,202.772237142,2014-02-15
17031190402,15.5862375093,1946.64746094,216.294162326,2014-02-15
17031190601,17.2345529583,1863.3112793,232.913909912,2014-02-15
17031190602,6.64579860179,1619.22729492,231.318184989,2014-02-15
17031190701,4.59801522158,1383.38476562,230.564127604,2014-02-15
17031190702,8.0761214357,1619.83642578,231.405203683,2014-02-15
17031190800,23.9181683254,3025.60742188,252.133951823,2014-02-15
17031190900,13.3641218114,1654.98303223,275.830505371,2014-02-15
17031191000,24.6222089551,1973.97253418,246.746566772,2014-02-15
17031191100,20.6974060497,2410.57470703,241.057470703,2014-02-15
17031191200,24.4239350872,2479.78759766,206.648966471,2014-02-15
17031191301,20.0835579181,2517.99291992,228.908447266,2014-02-15
17031191302,25.1980986024,1796.6940918,199.632676866,2014-02-15
17031200100,16.5082629543,1318.28466797,219.714111328,2014-02-15
17031200200,24.9952558975,2879.18701172,239.932250977,2014-02-15
17031200300,21.9299221242,2362.41577148,236.241577148,2014-02-15
17031200401,21.311661839,1365.11254883,227.518758138,2014-02-15
17031200402,10.2804940515,1262.40539551,210.400899251,2014-02-15
17031210100,15.8517833475,3193.48657227,228.106183733,2014-02-15
17031210400,5.45700468632,1279.1081543,213.184692383,2014-02-15
17031210501,6.65189393114,1010.56201172,202.112402344,2014-02-15
17031210502,6.39953519405,1211.57043457,201.928405762,2014-02-15
17031210601,11.274437434,1045.61682129,209.123364258,2014-02-15
17031210602,12.1638714092,1272.13647461,212.022745768,2014-02-15
17031210700,10.2223012433,1393.55639648,232.259399414,2014-02-15
17031210800,10.8522303948,912.386230469,228.096557617,2014-02-15
17031210900,9.08681941433,1309.48864746,218.24810791,2014-02-15
17031220300,7.14057335811,1345.2109375,224.201822917,2014-02-15
17031220400,22.3980388933,2149.64697266,238.849663628,2014-02-15
17031220500,21.1323913043,1544.29760742,257.38293457,2014-02-15
17031220601,18.3633996586,848.21472168,212.05368042,2014-02-15
17031220602,24.2351803586,1989.11743164,221.01304796,2014-02-15
17031220701,10.0137443185,1300.65649414,216.776082357,2014-02-15
17031220702,8.89284215544,2346.89941406,213.354492188,2014-02-15
17031220901,13.7603942424,1197.90771484,199.651285807,2014-02-15
17031220902,12.4197308815,1271.4128418,211.902140299,2014-02-15
17031221000,7.708088419,1151.38439941,191.897399902,2014-02-15
17031221100,20.3851145971,1258.63623047,209.772705078,2014-02-15
17031221200,27.1787521846,1367.95837402,227.993062337,2014-02-15
17031221300,23.2158886285,1994.60058594,221.622287326,2014-02-15
17031221400,12.51292022,1505.7109375,215.1015625,2014-02-15
17031221500,13.6635100898,1304.14465332,217.35744222,2014-02-15
17031221600,20.6950573904,1277.23388672,212.872314453,2014-02-15
17031222200,8.04305127599,958.26385498,191.652770996,2014-02-15
17031222500,4.60345952514,974.957580566,194.991516113,2014-02-15
17031222600,3.18296701078,1179.60424805,196.600708008,2014-02-15
17031222700,5.81050157545,767.164672852,191.791168213,2014-02-15
17031222800,3.94204860931,737.389160156,184.347290039,2014-02-15
17031222900,7.35162850329,946.847900391,189.369580078,2014-02-15
17031230100,4.76804684662,1187.83215332,197.972025553,2014-02-15
17031230200,4.62742283226,774.863525391,193.715881348,2014-02-15
17031230300,3.18631078938,757.712768555,189.428192139,2014-02-15
17031230400,10.5374089464,1189.15783691,198.192972819,2014-02-15
17031230500,5.21248220171,2039.41870117,203.941870117,2014-02-15
17031230600,15.1812945463,2010.0345459,201.00345459,2014-02-15
17031230700,10.6954879802,1258.47253418,209.745422363,2014-02-15
17031230800,10.262714223,808.127685547,202.031921387,2014-02-15
17031230900,17.4549591276,849.224060059,212.306015015,2014-02-15
17031231100,9.80911151021,1332.37561035,222.062601725,2014-02-15
17031231200,10.6346469941,1894.33447266,210.481608073,2014-02-15
17031231500,12.8396506346,2662.75683594,221.896402995,2014-02-15
17031240200,15.4177094528,444.344421387,222.172210693,2014-02-15
17031240300,10.9636350699,803.79888916,200.94972229,2014-02-15
17031240500,8.95800477837,1204.97717285,200.829528809,2014-02-15
17031240600,3.77470221956,783.366821289,195.841705322,2014-02-15
17031240700,3.51294982853,764.269165039,191.06729126,2014-02-15
17031240800,7.11963866785,778.911865234,194.727966309,2014-02-15
17031240900,23.8331705724,2749.41186523,229.117655436,2014-02-15
17031241000,14.0808647445,821.7734375,205.443359375,2014-02-15
17031241100,8.47757590428,822.519104004,205.629776001,2014-02-15
17031241200,11.624279369,860.299987793,215.074996948,2014-02-15
17031241300,14.2866570385,1076.24169922,215.248339844,2014-02-15
17031241400,19.8486053054,1812.09509277,226.511886597,2014-02-15
17031241500,23.0823762587,2241.10595703,224.110595703,2014-02-15
17031241600,21.2334712832,1291.57763672,258.315527344,2014-02-15
17031242000,26.8607883936,1632.26477051,272.044128418,2014-02-15
17031242100,19.4167015938,1419.05688477,236.509480794,2014-02-15
17031242200,11.4365192449,1958.71459961,217.634955512,2014-02-15
17031242300,8.54544000342,1540.41638184,220.059483119,2014-02-15
17031242400,6.03932042659,1348.16711426,224.694519043,2014-02-15
17031242500,9.70068250005,1334.30615234,222.384358724,2014-02-15
17031242600,11.8480471261,1827.23742676,228.404678345,2014-02-15
17031242700,10.3032996364,1263.66247559,252.732495117,2014-02-15
17031242800,7.71205002818,1896.37792969,237.047241211,2014-02-15
17031242900,8.72549086741,1372.16748047,228.694580078,2014-02-15
17031243000,11.620808893,1973.38623047,219.265136719,2014-02-15
17031243100,14.8495588963,1336.1229248,222.687154134,2014-02-15
17031243200,14.6255738235,1390.97241211,231.828735352,2014-02-15
17031243300,17.0058613565,1467.19604492,244.532674154,2014-02-15
17031243400,23.2479347761,1535.22387695,255.870646159,2014-02-15
17031243500,17.4749105165,3170.34521484,264.19543457,2014-02-15
17031250200,14.3700026224,2095.15380859,232.794867622,2014-02-15
17031250300,22.3690416298,2502.56640625,208.547200521,2014-02-15
17031250400,28.8765489303,3104.17822266,206.945214844,2014-02-15
17031250500,42.0156908126,3965.54199219,172.414869226,2014-02-15
17031250600,17.6567572867,1685.26318359,210.657897949,2014-02-15
17031250700,13.8981696152,1802.29589844,225.286987305,2014-02-15
17031250800,17.9395584892,1438.87402344,239.81233724,2014-02-15
17031251000,17.4546597666,1924.90881348,213.878757053,2014-02-15
17031251100,13.7788803589,1387.10620117,231.184366862,2014-02-15
17031251200,10.8905983792,2723.64770508,226.97064209,2014-02-15
17031251300,22.5124043498,1731.68054199,216.460067749,2014-02-15
17031251400,31.9890321373,2043.73205566,227.081339518,2014-02-15
17031251500,18.5338452019,2762.37255859,230.197713216,2014-02-15
17031251600,7.87757403576,1259.21569824,209.86928304,2014-02-15
17031251700,20.4887075361,1751.63037109,194.625596788,2014-02-15
17031251800,35.1181344306,2832.53955078,236.044962565,2014-02-15
17031251900,20.8496710028,2939.43481445,244.952901204,2014-02-15
17031252000,38.7159040184,1978.65283203,219.85031467,2014-02-15
17031252101,43.4620311699,2135.42016602,194.129106001,2014-02-15
17031252102,31.7037540122,2714.57250977,246.77931907,2014-02-15
17031252201,7.42159436147,1106.57983398,276.644958496,2014-02-15
17031252202,7.97730086568,1894.94787598,270.706839425,2014-02-15
17031260100,23.4227071372,1587.62915039,264.604858398,2014-02-15
17031260200,27.7414500952,1560.02050781,260.003417969,2014-02-15
17031260300,39.6522385459,2189.12011719,243.235568576,2014-02-15
17031260400,50.5211350936,1374.64245605,229.107076009,2014-02-15
17031260500,18.2684959851,2042.39233398,255.299041748,2014-02-15
17031260600,5.54931614417,1350.3996582,270.079931641,2014-02-15
17031260700,11.0241839118,1142.21313477,285.553283691,2014-02-15
17031260800,13.3117698505,1139.7376709,284.934417725,2014-02-15
17031260900,18.8751056323,1582.75061035,263.791768392,2014-02-15
17031261000,23.1869676957,2325.30859375,258.367621528,2014-02-15
17031270500,11.1752245853,2706.42700195,270.642700195,2014-02-15
17031271200,28.9560656055,1399.89245605,349.973114014,2014-02-15
17031271300,33.6501851546,1873.046875,312.174479167,2014-02-15
17031271400,14.4986361158,1071.26513672,267.81628418,2014-02-15
17031271500,11.0145902107,1074.09741211,268.524353027,2014-02-15
17031271800,48.272655485,1291.34509277,322.836273193,2014-02-15
17031280100,13.6865189432,1603.22314453,267.203857422,2014-02-15
17031280400,23.2937405322,1609.08081055,268.180135091,2014-02-15
17031280800,18.3595769603,1445.57348633,361.393371582,2014-02-15
17031280900,25.4086882863,1375.9597168,343.989929199,2014-02-15
17031281900,24.8567325006,2553.43896484,283.715440538,2014-02-15
17031282700,45.0180338575,1710.34899902,285.058166504,2014-02-15
17031282800,24.7499950679,1780.23742676,296.706237793,2014-02-15
17031283100,8.45272696469,1250.85070801,312.712677002,2014-02-15
17031283200,5.99156740802,1198.66271973,299.665679932,2014-02-15
17031283800,11.0060858027,2656.43579102,295.159532335,2014-02-15
17031290900,14.5406079859,3230.93237305,215.395491536,2014-02-15
17031291200,14.5457657044,2076.1496582,259.518707275,2014-02-15
17031291600,21.9428946358,1102.6015625,220.5203125,2014-02-15
17031292200,7.24291540807,1893.8269043,236.728363037,2014-02-15
17031292400,9.7339287702,1354.9901123,225.831685384,2014-02-15
17031292500,22.4918077844,3060.57202148,218.612287249,2014-02-15
17031300500,11.3199761909,930.720947266,232.680236816,2014-02-15
17031300600,3.17821931802,884.5078125,221.126953125,2014-02-15
17031300700,9.73098544017,1387.60144043,231.266906738,2014-02-15
17031300800,16.0797297471,1038.78051758,259.695129395,2014-02-15
17031300900,31.5019675957,1175.45239258,293.863098145,2014-02-15
17031301100,31.068940322,955.628417969,318.54280599,2014-02-15
17031301200,34.901968133,1608.52709961,268.087849935,2014-02-15
17031301600,20.463880358,1871.43432617,207.937147352,2014-02-15
17031301701,12.9547564281,1321.85119629,220.308532715,2014-02-15
17031301702,7.87471451822,1242.51025391,207.085042318,2014-02-15
17031301801,13.7793233134,1918.04882812,213.116536458,2014-02-15
17031301802,15.4406937604,1878.16845703,234.771057129,2014-02-15
17031301803,12.622857182,1045.98583984,209.197167969,2014-02-15
17031310200,19.1174237572,1269.58300781,317.395751953,2014-02-15
17031310300,20.5790392557,1228.52587891,307.131469727,2014-02-15
17031310400,9.63906031544,1177.17321777,294.293304443,2014-02-15
17031310500,9.61643184417,1213.27404785,303.318511963,2014-02-15
17031310600,12.6668575339,1560.12841797,312.025683594,2014-02-15
17031310700,7.35387330015,1267.67272949,316.918182373,2014-02-15
17031310800,6.95662164098,1260.65734863,315.164337158,2014-02-15
17031310900,7.26168583012,1928.39465332,321.399108887,2014-02-15
17031320100,82.5350231603,3118.52124023,239.886249249,2014-02-15
17031320400,121.061817026,3497.07617188,194.282009549,2014-02-15
17031320600,110.77894804,3878.23657227,204.11771433,2014-02-15
17031330100,88.643294617,6372.33203125,177.00922309,2014-02-15
17031330200,30.8176067921,1814.24780273,259.178257533,2014-02-15
17031340300,23.8498185061,1554.16467285,259.027445475,2014-02-15
17031340400,31.5554524929,1768.75720215,294.792867025,2014-02-15
17031340500,34.1482388059,2296.17285156,255.13031684,2014-02-15
17031340600,35.5742374084,1532.32470703,255.387451172,2014-02-15
17031350100,73.5854361015,1993.5637207,124.597732544,2014-02-15
17031350400,26.3095693761,1911.23754883,318.539591471,2014-02-15
17031351000,86.6258222947,2635.97509766,155.057358686,2014-02-15
17031351100,17.2864393062,1130.64770508,282.66192627,2014-02-15
17031351400,5.19262882989,1253.54162598,313.385406494,2014-02-15
17031351500,8.42597547368,1229.07067871,307.267669678,2014-02-15
17031360200,28.1143219747,1025.5559082,256.388977051,2014-02-15
17031380100,14.3940289586,1607.4909668,267.915161133,2014-02-15
17031380200,11.7887427993,1691.21105957,281.868509928,2014-02-15
17031380500,5.76222168532,1789.82116699,298.303527832,2014-02-15
17031380700,10.9772346046,1133.70727539,283.426818848,2014-02-15
17031381200,19.4285236005,1596.69702148,266.116170247,2014-02-15
17031381400,7.8999594289,2177.75024414,272.218780518,2014-02-15
17031381500,5.28586065613,1089.34765625,272.336914062,2014-02-15
17031381700,5.01415816711,1560.46630859,260.077718099,2014-02-15
17031381800,23.111181471,1507.61108398,251.268513997,2014-02-15
17031381900,17.0684048562,489.215789795,244.607894897,2014-02-15
17031390100,61.6492380418,1179.07080078,107.188254616,2014-02-15
17031390200,17.6151750745,1073.32006836,178.88667806,2014-02-15
17031390300,23.1754505511,1979.43579102,219.937310113,2014-02-15
17031390400,29.1320236971,1185.43884277,197.573140462,2014-02-15
17031390500,10.5000432331,636.265014648,159.066253662,2014-02-15
17031390600,8.06355598099,606.325134277,151.581283569,2014-02-15
17031390700,55.1763087641,1089.17370605,68.0733566284,2014-02-15
17031400300,34.9027726146,4049.99462891,213.157612048,2014-02-15
17031400400,15.692422244,1391.73474121,231.955790202,2014-02-15
17031400500,17.256071782,1508.6907959,251.448465983,2014-02-15
17031400800,13.1389811653,1903.36694336,211.485215929,2014-02-15
17031410100,72.4129364861,1192.96447754,85.2117483956,2014-02-15
17031410200,12.0392126907,641.49029541,160.372573853,2014-02-15
17031410500,10.7829689904,1044.5201416,174.086690267,2014-02-15
17031410600,13.9038868471,683.025024414,170.756256104,2014-02-15
17031410700,11.4199778264,691.936889648,172.984222412,2014-02-15
17031410800,5.12882443528,743.284240723,185.821060181,2014-02-15
17031410900,71.2468155356,1108.20141602,92.3501180013,2014-02-15
17031411000,66.1537595403,1629.45874023,85.7609863281,2014-02-15
17031411100,9.14415858293,1106.77624512,184.46270752,2014-02-15
17031411200,24.6875354364,1197.97436523,199.662394206,2014-02-15
17031420100,81.2556808911,2665.53442383,111.063934326,2014-02-15
17031420200,29.0225616035,1552.04968262,258.674947103,2014-02-15
17031420300,12.7086832634,1589.87268066,264.978780111,2014-02-15
17031420400,14.7431148688,1564.54382324,260.757303874,2014-02-15
17031420500,22.8314133925,2100.97705078,233.441894531,2014-02-15
17031420600,8.09649886457,1262.10595703,210.350992839,2014-02-15
17031420700,11.2220753281,1723.34082031,215.417602539,2014-02-15
